Association Id,Association Name
25900,Prospect Hawks (Girls) Auskick Centre
25901,Laidley Community Centre Auskick Centre
25902,Nanango Community Centre
25906,Albany
25908,South Eastern Womens
25911,Capricornia Game Devepolment
25912,Darling Downs Game Development
25913,Mackay Game Development
25914,Northern Rivers Game Development
25915,Townsville Game Development
25916,North Queensland Talent
25917,Queensland Flash Footy
25921,Swedishhhhh
25922,Swedish Championships
25923,Wenty Hockey Club
25924,Bathurst Hockey Club
25925,"South East Queensland Football "
25928,Regional MiniRoos Gala Day
25931,Ballarat (Girls) Auskick Centre
25933,Carey Park Auskick Centre
25935,Atlas Football Club Inc (NWQ)
25937,Fingal Bay (Beach) Auskick Centre
25938,Braddock PS (After School) Auskick Centre
25939,Wet' n 'Wild (Sydney) Auskick Centre
25970,Salisbury FC (All Girls) Auskick Centre
25971,Adelaide Junior Bulldogs Auskick Centre
25972,Salisbury FC Auskick Centre
25973,Bunbury Hockey Association
25974,Central Coast Hockey
25975,Crescent Star Football Club
25976,Shire Christian School (After School) Auskick Centre
25979,Hawkesbury AFL 9s
25980,Hume Hockey Club
25981,Tanunda Disability Unit (AAA) Auskick Centre
25982,Handball Fiji Federation
25983,Northern Country Women's League
25984,Eastern Park FC AAA Auskick Centre
25985,FQ Futsal State Titles
25987,Riverbank PS (After School) Auskick Centre
25988,Noble Park Football Netball
25989,"East Gambier football netball "
25995,Calgary Kangaroos
25996,Eyre United FC Auskick Centre
25998,Tumby Bay FC Auskick Centre
26001,Cummins Ramblers FC Auskick Centre
26004,Cummins Kapinnie Cougars FC Auskick Centre
26005,United Yeelanna FC Auskick Centre
26006,Karratha Hockey Club
26009,Bungendore Auskick Centre
26010,Gundaroo Jets (Ages 5 - 10) Auskick Centre
26011,Southern Gippsland Junior Football Competition
26013,KK Vipers Hockey Club
26014,Caroline Springs Hockey Club
26015,Regional Anti-Doping Organizations
26016,International Womens Day
26017,St Kilda Holiday Programs
26018,Frankston Holiday Programs
26021,Sale Magpies Auskick Centre
26022,NSW Schools State Competitions
26024,FQ - Over 30 Womens
26025,Albury Wodonga Volleyball Association
26026,Cardinia Tigers Auskick Centre
26028,
26029,
26030,
26031,
26032,
26033,
26034,
26035,
26036,
26037,AFL Masters Carnival
26038,Virginia FC Auskick Centre
26039,MAGS Dubbo (After School) Auskick Centre
26040,
26041,
26042,
26043,
26044,
26045,
26046,
26047,
26048,
26049,
26050,
26051,
26052,
26053,
26054,
26055,
26056,
26057,Merredin & Districts Junior Football Association
26058,Woodstock State School Auskick Centre
26060,
26061,
26062,
26063,
26064,
26065,
26066,
